Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
bankInvestmentReady,blocks,Block,KgNone,Investment Bank (Deposit Dukes),,,,,
bankInvestmentReadyDesc,blocks,Block,KgNone,"Deposit 2000 dukes into this bank and let it grow over time.\n\n[669966]Crafted at Workbench[-]",,,,,
bankInvestmentWorking,blocks,Block,KgNone,Investment Bank (Gaining Interest),,,,,
bankInvestmentLoot,blocks,Block,KgNone,Investment Bank (Ready to Withdraw),,,,,
buriedGeneralChest,blocks,Block,KgNone,Buried Treasure Chest,,,,,
buriedToolsChest,blocks,Block,KgNone,Buried Treasure Chest,,,,,
buriedHTWeaponsChest,blocks,Block,KgNone,Buried Treasure Chest,,,,,
classSurvivalistVendingMachinePOI,blocks,Block,KgNone,Class Vending Machine (Survivalist),,,,,
classSurvivalistVendingMachine,blocks,Block,KgNone,Class Vending Machine (Survivalist),,,,,
classSoldierVendingMachinePOI,blocks,Block,KgNone,Class Vending Machine (Soldier),,,,,
classSoldierVendingMachine,blocks,Block,KgNone,Class Vending Machine (Soldier),,,,,
classTradesmanVendingMachinePOI,blocks,Block,KgNone,Class Vending Machine (Tradesman),,,,,
classTradesmanVendingMachine,blocks,Block,KgNone,Class Vending Machine (Tradesman),,,,,
classTechnicianVendingMachinePOI,blocks,Block,KgNone,Class Vending Machine (Technician),,,,,
classTechnicianVendingMachine,blocks,Block,KgNone,Class Vending Machine (Technician),,,,,
classCovertVendingMachinePOI,blocks,Block,KgNone,Class Vending Machine (Covert),,,,,
classCovertVendingMachine,blocks,Block,KgNone,Class Vending Machine (Covert),,,,,
SeedDesc,blocks,Block,KgNone,"Plant this seed on a farm plot or hoed ground.\n\n[669966]Crafted at Mortar & Pestle[-]",,,,,
SeedFertDesc,blocks,Block,KgNone,"Fertilized Seeds grow crops with double the yield.  They also need a water source nearby in order to grow or it will wilt.\n\n[669966]Crafted at Mortar & Pestle[-]",,,,,
treePlantedSeed1mDesc,blocks,Farming,KgNone,"Plant these seeds in dirt to grow a tree. They may grow in the desert but do prefer more fertile ground.\n\n[669966]Crafted at Mortar & Pestle[-]",,,,,
drugAntibioticsDesc,items,Medical,KgNone,"Antibiotics can cure infections.\n\n[669966]Crafted at Campfire, Player Oven or Chemistry Workstation[-]",,,,,
drugPainkillersDesc,items,Medical,KgNone,"Painkillers help you shrug off stunning blows and give you a quick boost of health. Like all chems they make you thirsty.\n\n[669966]Crafted at Mortar & Pestle or Player Oven[-]",,,,,
wotwDeadCropPlant,blocks,Block,KgNone,Dead Crop,,,,,
plantedBlackberry1,blocks,Block,KgNone,Blackberry (Seed),,,,,
plantedBlackberry2,blocks,Block,KgNone,Blackberry (Growing),,,,,
plantedBlackberry3Harvest,blocks,Block,KgNone,Blackberry (Harvest),,,,,
plantedBlackberry3HarvestDesc,blocks,Block,KgNone,Blackberry (Harvest),,,,,
plantedBlackberry3HarvestPlayer,blocks,Block,KgNone,Blackberry (Harvest),,,,,
plantedBlackberry3HarvestPlayerDesc,blocks,Block,KgNone,Blackberry (Harvest),,,,,
plantedBlackberryFert1,blocks,Block,KgNone,Blackberry (Fertilized)(Seed),,,,,
plantedBlackberryFert2,blocks,Block,KgNone,Blackberry (Fertilized)(Growing),,,,,
plantedBlackberryFert3HarvestPlayer,blocks,Block,KgNone,Blackberry (Fertilized)(Harvest),,,,,
plantedBlackberryFert3HarvestPlayerDesc,blocks,Block,KgNone,Blackberry (Fertilized)(Harvest),,,,,
plantedStrawberry1,blocks,Block,KgNone,Strawberry (Seed),,,,,
plantedStrawberry2,blocks,Block,KgNone,Strawberry (Growing),,,,,
plantedStrawberry3Harvest,blocks,Block,KgNone,Strawberry (Harvest),,,,,
plantedStrawberry3HarvestDesc,blocks,Block,KgNone,Strawberry (Harvest),,,,,
plantedStrawberry3HarvestPlayer,blocks,Block,KgNone,Strawberry (Harvest),,,,,
plantedStrawberry3HarvestPlayerDesc,blocks,Block,KgNone,Strawberry (Harvest),,,,,
plantedStrawberryFert1,blocks,Block,KgNone,Strawberry (Fertilized)(Seed),,,,,
plantedStrawberryFert2,blocks,Block,KgNone,Strawberry (Fertilized)(Growing),,,,,
plantedStrawberryFert3HarvestPlayer,blocks,Block,KgNone,Strawberry (Fertilized)(Harvest),,,,,
plantedStrawberryFert3HarvestPlayerDesc,blocks,Block,KgNone,Strawberry (Fertilized)(Harvest),,,,,
plantedCarrot1,blocks,Block,KgNone,Carrot (Seed),,,,,
plantedCarrot2,blocks,Block,KgNone,Carrot (Growing),,,,,
plantedCarrot3Harvest,blocks,Block,KgNone,Carrot (Harvest),,,,,
plantedCarrot3HarvestDesc,blocks,Block,KgNone,Carrot (Harvest),,,,,
plantedCarrot3HarvestPlayer,blocks,Block,KgNone,Carrot (Harvest),,,,,
plantedCarrot3HarvestPlayerDesc,blocks,Block,KgNone,Carrot (Harvest),,,,,
plantedCarrotFert1,blocks,Block,KgNone,Carrot (Fertilized)(Seed),,,,,
plantedCarrotFert2,blocks,Block,KgNone,Carrot (Fertilized)(Growing),,,,,
plantedCarrotFert3HarvestPlayer,blocks,Block,KgNone,Carrot (Fertilized)(Harvest),,,,,
plantedCarrotFert3HarvestPlayerDesc,blocks,Block,KgNone,Carrot (Fertilized)(Harvest),,,,,
plantedWheat1,blocks,Block,KgNone,Wheat (Seed),,,,,
plantedWheat2,blocks,Block,KgNone,Wheat (Growing),,,,,
plantedWheat3Harvest,blocks,Block,KgNone,Wheat (Harvest),,,,,
plantedWheat3HarvestDesc,blocks,Block,KgNone,Wheat (Harvest),,,,,
plantedWheat3HarvestPlayer,blocks,Block,KgNone,Wheat (Harvest),,,,,
plantedWheat3HarvestPlayerDesc,blocks,Block,KgNone,Wheat (Harvest),,,,,
plantedWheatFert1,blocks,Block,KgNone,Wheat (Fertilized)(Seed),,,,,
plantedWheatFert2,blocks,Block,KgNone,Wheat (Fertilized)(Growing),,,,,
plantedWheatFert3HarvestPlayer,blocks,Block,KgNone,Wheat (Fertilized)(Harvest),,,,,
plantedWheatFert3HarvestPlayerDesc,blocks,Block,KgNone,Wheat (Fertilized)(Harvest),,,,,
plantedTomato1,blocks,Block,KgNone,Tomato (Seed),,,,,
plantedTomato2,blocks,Block,KgNone,Tomato (Growing),,,,,
plantedTomato3Harvest,blocks,Block,KgNone,Tomato (Harvest),,,,,
plantedTomato3HarvestDesc,blocks,Block,KgNone,Tomato (Harvest),,,,,
plantedTomato3HarvestPlayer,blocks,Block,KgNone,Tomato (Harvest),,,,,
plantedTomato3HarvestPlayerDesc,blocks,Block,KgNone,Tomato (Harvest),,,,,
plantedTomatoFert1,blocks,Block,KgNone,Tomato (Fertilized)(Seed),,,,,
plantedTomatoFert2,blocks,Block,KgNone,Tomato (Fertilized)(Growing),,,,,
plantedTomatoFert3HarvestPlayer,blocks,Block,KgNone,Tomato (Fertilized)(Harvest),,,,,
plantedTomatoFert3HarvestPlayerDesc,blocks,Block,KgNone,Tomato (Fertilized)(Harvest),,,,,
plantedCucumber1,blocks,Block,KgNone,Cucumber (Seed),,,,,
plantedCucumber2,blocks,Block,KgNone,Cucumber (Growing),,,,,
plantedCucumber3Harvest,blocks,Block,KgNone,Cucumber (Harvest),,,,,
plantedCucumber3HarvestDesc,blocks,Block,KgNone,Cucumber (Harvest),,,,,
plantedCucumber3HarvestPlayer,blocks,Block,KgNone,Cucumber (Harvest),,,,,
plantedCucumber3HarvestPlayerDesc,blocks,Block,KgNone,Cucumber (Harvest),,,,,
plantedCucumberFert1,blocks,Block,KgNone,Cucumber (Fertilized)(Seed),,,,,
plantedCucumberFert2,blocks,Block,KgNone,Cucumber (Fertilized)(Growing),,,,,
plantedCucumberFert3HarvestPlayer,blocks,Block,KgNone,Cucumber (Fertilized)(Harvest),,,,,
plantedCucumberFert3HarvestPlayerDesc,blocks,Block,KgNone,Cucumber (Fertilized)(Harvest),,,,,
plantedLeek1,blocks,Block,KgNone,Leek (Seed),,,,,
plantedLeek2,blocks,Block,KgNone,Leek (Growing),,,,,
plantedLeek3Harvest,blocks,Block,KgNone,Leek (Harvest),,,,,
plantedLeek3HarvestDesc,blocks,Block,KgNone,Leek (Harvest),,,,,
plantedLeek3HarvestPlayer,blocks,Block,KgNone,Leek (Harvest),,,,,
plantedLeek3HarvestPlayerDesc,blocks,Block,KgNone,Leek (Harvest),,,,,
plantedLeekFert1,blocks,Block,KgNone,Leek (Fertilized)(Seed),,,,,
plantedLeekFert2,blocks,Block,KgNone,Leek (Fertilized)(Growing),,,,,
plantedLeekFert3HarvestPlayer,blocks,Block,KgNone, Leek (Fertilized)(Harvest),,,,,
plantedLeekFert3HarvestPlayerDesc,blocks,Block,KgNone, Leek (Fertilized)(Harvest),,,,,
plantedLettuce1,blocks,Block,KgNone,Lettuce (Seed),,,,,
plantedLettuce2,blocks,Block,KgNone,Lettuce (Growing),,,,,
plantedLettuce3Harvest,blocks,Block,KgNone,Lettuce (Harvest),,,,,
plantedLettuce3HarvestDesc,blocks,Block,KgNone,Lettuce (Harvest),,,,,
plantedLettuce3HarvestPlayer,blocks,Block,KgNone,Lettuce (Harvest),,,,,
plantedLettuce3HarvestPlayerDesc,blocks,Block,KgNone,Lettuce (Harvest),,,,,
plantedLettuceFert1,blocks,Block,KgNone,Lettuce (Fertilized)(Seed),,,,,
plantedLettuceFert2,blocks,Block,KgNone,Lettuce (Fertilized)(Growing),,,,,
plantedLettuceFert3HarvestPlayer,blocks,Block,KgNone,Lettuce (Fertilized)(Harvest),,,,,
plantedLettuceFert3HarvestPlayerDesc,blocks,Block,KgNone,Lettuce (Fertilized)(Harvest),,,,,
plantedMelon1,blocks,Block,KgNone,Melon (Seed),,,,,
plantedMelon2,blocks,Block,KgNone,Melon (Growing),,,,,
plantedMelon3Harvest,blocks,Block,KgNone,Melon (Harvest),,,,,
plantedMelon3HarvestDesc,blocks,Block,KgNone,Melon (Harvest),,,,,
plantedMelon3HarvestPlayer,blocks,Block,KgNone,Melon (Harvest),,,,,
plantedMelon3HarvestPlayerDesc,blocks,Block,KgNone,Melon (Harvest),,,,,
plantedMelonFert1,blocks,Block,KgNone,Melon (Fertilized)(Seed),,,,,
plantedMelonFert2,blocks,Block,KgNone,Melon (Fertilized)(Growing),,,,,
plantedMelonFert3HarvestPlayer,blocks,Block,KgNone,Melon (Fertilized)(Harvest),,,,,
plantedMelonFert3HarvestPlayerDesc,blocks,Block,KgNone,Melon (Fertilized)(Harvest),,,,,
plantedOnion1,blocks,Block,KgNone,Onion (Seed),,,,,
plantedOnion2,blocks,Block,KgNone,Onion (Growing),,,,,
plantedOnion3Harvest,blocks,Block,KgNone,Onion (Harvest),,,,,
plantedOnion3HarvestDesc,blocks,Block,KgNone,Onion (Harvest),,,,,
plantedOnion3HarvestPlayer,blocks,Block,KgNone,Onion (Harvest),,,,,
plantedOnion3HarvestPlayerDesc,blocks,Block,KgNone,Onion (Harvest),,,,,
plantedOnionFert1,blocks,Block,KgNone,Onion (Fertilized)(Seed),,,,,
plantedOnionFert2,blocks,Block,KgNone,Onion (Fertilized)(Growing),,,,,
plantedOnionFert3HarvestPlayer,blocks,Block,KgNone,Onion (Fertilized)(Harvest),,,,,
plantedOnionFert3HarvestPlayerDesc,blocks,Block,KgNone,Onion (Fertilized)(Harvest),,,,,
plantedCocoa1,blocks,Block,KgNone,Cocoa (Seed),,,,,
plantedCocoa2,blocks,Block,KgNone,Cocoa (Growing),,,,,
plantedCocoa3Harvest,blocks,Block,KgNone,Cocoa (Harvest),,,,,
plantedCocoa3HarvestDesc,blocks,Block,KgNone,Cocoa (Harvest),,,,,
plantedCocoa3HarvestPlayer,blocks,Block,KgNone,Cocoa (Harvest),,,,,
plantedCocoa3HarvestPlayerDesc,blocks,Block,KgNone,Cocoa (Harvest),,,,,
plantedCocoaFert1,blocks,Block,KgNone,Cocoa (Fertilized)(Seed),,,,,
plantedCocoaFert2,blocks,Block,KgNone,Cocoa (Fertilized)(Growing),,,,,
plantedCocoaFert3HarvestPlayer,blocks,Block,KgNone,Cocoa (Fertilized)(Harvest),,,,,
plantedCocoaFert3HarvestPlayerDesc,blocks,Block,KgNone,Cocoa (Fertilized)(Harvest),,,,,
plantedPepper1,blocks,Block,KgNone,Pepper (Seed),,,,,
plantedPepper2,blocks,Block,KgNone,Pepper (Growing),,,,,
plantedPepper3Harvest,blocks,Block,KgNone,Pepper (Harvest),,,,,
plantedPepper3HarvestDesc,blocks,Block,KgNone,Pepper (Harvest),,,,,
plantedPepper3HarvestPlayer,blocks,Block,KgNone,Pepper (Harvest),,,,,
plantedPepper3HarvestPlayerDesc,blocks,Block,KgNone,Pepper (Harvest),,,,,
plantedPepperFert1,blocks,Block,KgNone,Pepper (Fertilized)(Seed),,,,,
plantedPepperFert2,blocks,Block,KgNone,Pepper (Fertilized)(Growing),,,,,
plantedPepperFert3HarvestPlayer,blocks,Block,KgNone,Pepper (Fertilized)(Harvest),,,,,
plantedPepperFert3HarvestPlayerDesc,blocks,Block,KgNone,Pepper (Fertilized)(Harvest),,,,,
plantedAppleTree1,blocks,Block,KgNone,Apple Tree (Seed),,,,,
plantedAppleTree2,blocks,Block,KgNone,Apple Tree (Growing),,,,,
plantedAppleTree3Harvest,blocks,Block,KgNone,Apple Tree (Harvest),,,,,
plantedAppleTree3HarvestDesc,blocks,Block,KgNone,Apple Tree (Harvest),,,,,
plantedAppleTree3HarvestPlayer,blocks,Block,KgNone,Apple Tree (Harvest),,,,,
plantedAppleTree3HarvestPlayerDesc,blocks,Block,KgNone,Apple Tree (Harvest),,,,,
plantedAppleTreeDepleted,blocks,Block,KgNone,Apple Tree (Depleted),,,,,
plantedAppleTreeFert1,blocks,Block,KgNone,Apple Tree (Fertilized)(Seed),,,,,
plantedAppleTreeFert2,blocks,Block,KgNone,Apple Tree (Fertilized)(Growing),,,,,
plantedAppleTreeFert3HarvestPlayer,blocks,Block,KgNone,Apple Tree (Fertilized)(Harvest),,,,,
plantedAppleTreeFert3HarvestPlayerDesc,blocks,Block,KgNone,Apple Tree (Fertilized)(Harvest),,,,,
plantedAppleTreeFertDepleted,blocks,Block,KgNone,Apple Tree (Fertilized)(Depleted),,,,,
plantedMoss1,blocks,Block,KgNone,Moss (Seed),,,,,
plantedMoss2,blocks,Block,KgNone,Moss (Growing),,,,,
plantedMoss3Harvest,blocks,Block,KgNone,Moss (Harvest),,,,,
plantedMoss3HarvestDesc,blocks,Block,KgNone,Moss (Harvest),,,,,
plantedMoss3HarvestPlayer,blocks,Block,KgNone,Moss (Harvest),,,,,
plantedMoss3HarvestPlayerDesc,blocks,Block,KgNone,Moss (Harvest),,,,,
plantedMossFert1,blocks,Block,KgNone,Moss (Fertilized)(Seed),,,,,
plantedMossFert2,blocks,Block,KgNone,Moss (Fertilized)(Growing),,,,,
plantedMossFert3HarvestPlayer,blocks,Block,KgNone,Moss (Fertilized)(Harvest),,,,,
plantedMossFert3HarvestPlayerDesc,blocks,Block,KgNone,Moss (Fertilized)(Harvest),,,,,
plantedMushroom3HarvestPlayer,blocks,Block,KgNone,Mushrooms (Harvest),,,,,
plantedMushroom3HarvestPlayerDesc,blocks,Block,KgNone,Mushrooms (Harvest),,,,,
plantedMushroomFert1,blocks,Block,KgNone,Mushroom Spores (Fertilized)(Seed),,,,,
plantedMushroomFert2,blocks,Block,KgNone,Mushrooms (Fertilized)(Growing),,,,,
plantedMushroomFert3HarvestPlayer,blocks,Block,KgNone,Mushrooms (Fertilized)(Harvest),,,,,
plantedMushroomFert3HarvestPlayerDesc,blocks,Block,KgNone,Mushrooms (Fertilized)(Harvest),,,,,
plantedYucca3HarvestPlayer,blocks,Block,KgNone,Yucca (Harvest),,,,,
plantedYucca3HarvestPlayerDesc,blocks,Block,KgNone,Yucca (Harvest),,,,,
plantedYuccaFert1,blocks,Block,KgNone,Yucca (Fertilized)(Seed),,,,,
plantedYuccaFert2,blocks,Block,KgNone,Yucca (Fertilized)(Growing),,,,,
plantedYuccaFert3HarvestPlayer,blocks,Block,KgNone,Yucca (Fertilized)(Harvest),,,,,
plantedYuccaFert3HarvestPlayerDesc,blocks,Block,KgNone,Yucca (Fertilized)(Harvest),,,,,
plantedCotton3HarvestPlayer,blocks,Block,KgNone,Cotton (Harvest),,,,,
plantedCotton3HarvestPlayerDesc,blocks,Block,KgNone,Cotton (Harvest),,,,,
plantedCottonFert1,blocks,Block,KgNone,Cotton (Fertilized)(Seed),,,,,
plantedCottonFert2,blocks,Block,KgNone,Cotton (Fertilized)(Growing),,,,,
plantedCottonFert3HarvestPlayer,blocks,Block,KgNone,Cotton (Fertilized)(Harvest),,,,,
plantedCottonFert3HarvestPlayerDesc,blocks,Block,KgNone,Cotton (Fertilized)(Harvest),,,,,
plantedCoffee3HarvestPlayer,blocks,Block,KgNone,Coffee (Harvest),,,,,
plantedCoffee3HarvestPlayerDesc,blocks,Block,KgNone,Coffee (Harvest),,,,,
plantedCoffeeFert1,blocks,Block,KgNone,Coffee (Fertilized)(Seed),,,,,
plantedCoffeeFert2,blocks,Block,KgNone,Coffee (Fertilized)(Growing),,,,,
plantedCoffeeFert3HarvestPlayer,blocks,Block,KgNone,Coffee (Fertilized)(Harvest),,,,,
plantedCoffeeFert3HarvestPlayerDesc,blocks,Block,KgNone,Coffee (Fertilized)(Harvest),,,,,
plantedGoldenrod3HarvestPlayer,blocks,Block,KgNone,Goldenrod (Harvest),,,,,
plantedGoldenrod3HarvestPlayerDesc,blocks,Block,KgNone,Goldenrod (Harvest),,,,,
plantedGoldenrodFert1,blocks,Block,KgNone,Goldenrod (Fertilized)(Seed),,,,,
plantedGoldenrodFert2,blocks,Block,KgNone,Goldenrod (Fertilized)(Growing),,,,,
plantedGoldenrodFert3HarvestPlayer,blocks,Block,KgNone,Goldenrod (Fertilized)(Harvest),,,,,
plantedGoldenrodFert3HarvestPlayerDesc,blocks,Block,KgNone,Goldenrod (Fertilized)(Harvest),,,,,
plantedAloe3HarvestPlayer,blocks,Block,KgNone,Aloe Vera (Harvest),,,,,
plantedAloe3HarvestPlayerDesc,blocks,Block,KgNone,Aloe Vera (Harvest),,,,,
plantedAloeFert1,blocks,Block,KgNone,Aloe Vera (Fertilized)(Seed),,,,,
plantedAloeFert2,blocks,Block,KgNone,Aloe Vera (Fertilized)(Growing),,,,,
plantedAloeFert3HarvestPlayer,blocks,Block,KgNone,Aloe Vera (Fertilized)(Harvest),,,,,
plantedAloeFert3HarvestPlayerDesc,blocks,Block,KgNone,Aloe Vera (Fertilized)(Harvest),,,,,
plantedBlueberry3HarvestPlayer,blocks,Block,KgNone,Blueberry (Harvest),,,,,
plantedBlueberry3HarvestPlayerDesc,blocks,Block,KgNone,Blueberry (Harvest),,,,,
plantedBlueberryFert1,blocks,Block,KgNone,Blueberry (Fertilized)(Seed),,,,,
plantedBlueberryFert2,blocks,Block,KgNone,Blueberry (Fertilized)(Growing),,,,,
plantedBlueberryFert3HarvestPlayer,blocks,Block,KgNone,Blueberry (Fertilized)(Harvest),,,,,
plantedBlueberryFert3HarvestPlayerDesc,blocks,Block,KgNone,Blueberry (Fertilized)(Harvest),,,,,
plantedPotato3HarvestPlayer,blocks,Block,KgNone,Potato (Harvest),,,,,
plantedPotato3HarvestPlayerDesc,blocks,Block,KgNone,Potato (Harvest),,,,,
plantedPotatoFert1,blocks,Block,KgNone,Potato (Fertilized)(Seed),,,,,
plantedPotatoFert2,blocks,Block,KgNone,Potato (Fertilized)(Growing),,,,,
plantedPotatoFert3HarvestPlayer,blocks,Block,KgNone,Potato (Fertilized)(Harvest),,,,,
plantedPotatoFert3HarvestPlayerDesc,blocks,Block,KgNone,Potato (Fertilized)(Harvest),,,,,
plantedChrysanthemum3HarvestPlayer,blocks,Block,KgNone,Chrysanthemum (Harvest),,,,,
plantedChrysanthemum3HarvestPlayerDesc,blocks,Block,KgNone,Chrysanthemum (Harvest),,,,,
plantedChrysanthemumFert1,blocks,Block,KgNone,Chrysanthemum (Fertilized)(Seed),,,,,
plantedChrysanthemumFert2,blocks,Block,KgNone,Chrysanthemum (Fertilized)(Growing),,,,,
plantedChrysanthemumFert3HarvestPlayer,blocks,Block,KgNone,Chrysanthemum (Fertilized)(Harvest),,,,,
plantedChrysanthemumFert3HarvestPlayerDesc,blocks,Block,KgNone,Chrysanthemum (Fertilized)(Harvest),,,,,
plantedCorn3HarvestPlayer,blocks,Block,KgNone,Corn (Harvest),,,,,
plantedCorn3HarvestPlayerDesc,blocks,Block,KgNone,Corn (Harvest),,,,,
plantedCornFert1,blocks,Block,KgNone,Corn (Fertilized)(Seed),,,,,
plantedCornFert2,blocks,Block,KgNone,Corn (Fertilized)(Growing),,,,,
plantedCornFert3HarvestPlayer,blocks,Block,KgNone,Corn (Fertilized)(Harvest),,,,,
plantedCornFert3HarvestPlayerDesc,blocks,Block,KgNone,Corn (Fertilized)(Harvest),,,,,
plantedGraceCorn3HarvestPlayer,blocks,Block,KgNone,Super Corn (Harvest),,,,,
plantedGraceCorn3HarvestPlayerDesc,blocks,Block,KgNone,Super Corn (Harvest),,,,,
plantedGraceCornFert1,blocks,Block,KgNone,Super Corn (Fertilized)(Seed),,,,,
plantedGraceCornFert2,blocks,Block,KgNone,Super Corn (Fertilized)(Growing),,,,,
plantedGraceCornFert3HarvestPlayer,blocks,Block,KgNone,Super Corn (Fertilized)(Harvest),,,,,
plantedGraceCornFert3HarvestPlayerDesc,blocks,Block,KgNone,Super Corn (Fertilized)(Harvest),,,,,
plantedHop3HarvestPlayer,blocks,Block,KgNone,Hop (Harvest),,,,,
plantedHop3HarvestPlayerDesc,blocks,Block,KgNone,Hop (Harvest),,,,,
plantedHopFert1,blocks,Block,KgNone,Hop (Fertilized)(Seed),,,,,
plantedHopFert2,blocks,Block,KgNone,Hop (Fertilized)(Growing),,,,,
plantedHopFert3HarvestPlayer,blocks,Block,KgNone,Hop (Fertilized)(Harvest),,,,,
plantedHopFert3HarvestPlayerDesc,blocks,Block,KgNone,Hop (Fertilized)(Harvest),,,,,
plantedSnowberry3HarvestPlayer,blocks,Block,KgNone,Snowberry (Harvest),,,,,
plantedSnowberry3HarvestPlayerDesc,blocks,Block,KgNone,Snowberry (Harvest),,,,,
plantedSnowberryFert1,blocks,Block,KgNone,Snowberry (Fertilized)(Seed),,,,,
plantedSnowberryFert2,blocks,Block,KgNone,Snowberry (Fertilized)(Growing),,,,,
plantedSnowberryFert3HarvestPlayer,blocks,Block,KgNone,Snowberry (Fertilized)(Harvest),,,,,
plantedSnowberryFert3HarvestPlayerDesc,blocks,Block,KgNone,Snowberry (Fertilized)(Harvest),,,,,
plantedPumpkin3HarvestPlayer,blocks,Block,KgNone,Pumpkin (Harvest),,,,,
plantedPumpkin3HarvestPlayerDesc,blocks,Block,KgNone,Pumpkin (Harvest),,,,,
plantedPumpkinFert1,blocks,Block,KgNone,Pumpkin (Fertilized)(Seed),,,,,
plantedPumpkinFert2,blocks,Block,KgNone,Pumpkin (Fertilized)(Growing),,,,,
plantedPumpkinFert3HarvestPlayer,blocks,Block,KgNone,Pumpkin (Fertilized)(Harvest),,,,,
plantedPumpkinFert3HarvestPlayerDesc,blocks,Block,KgNone,Pumpkin (Fertilized)(Harvest),,,,,

wotwNLPlantedNBlackberry1,blocks,Block,KgNone,Blackberry (NL)(Seed),,,,,
wotwNLPlantedNBlackberry2,blocks,Block,KgNone,Blackberry (NL)(Growing),,,,,
wotwNLPlantedBlackberry3HarvestPlayer,blocks,Block,KgNone,Blackberry (NL)(Harvest),,,,,
wotwNLPlantedBlackberry3HarvestPlayerDesc,blocks,Block,KgNone,Blackberry (NL)(Harvest),,,,,
wotwNLPlantedBlackberryFert1,blocks,Block,KgNone,Blackberry (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedBlackberryFert2,blocks,Block,KgNone,Blackberry (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedBlackberryFert3HarvestPlayer,blocks,Block,KgNone,Blackberry (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedBlackberryFert3HarvestPlayerDesc,blocks,Block,KgNone,Blackberry (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedStrawberry1,blocks,Block,KgNone,Strawberry (NL)(Seed),,,,,
wotwNLPlantedStrawberry2,blocks,Block,KgNone,Strawberry (NL)(Growing),,,,,
wotwNLPlantedStrawberry3HarvestPlayer,blocks,Block,KgNone,Strawberry (NL)(Harvest),,,,,
wotwNLPlantedStrawberry3HarvestPlayerDesc,blocks,Block,KgNone,Strawberry (NL)(Harvest),,,,,
wotwNLPlantedStrawberryFert1,blocks,Block,KgNone,Strawberry (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedStrawberryFert2,blocks,Block,KgNone,Strawberry (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedStrawberryFert3HarvestPlayer,blocks,Block,KgNone,Strawberry (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedStrawberryFert3HarvestPlayerDesc,blocks,Block,KgNone,Strawberry (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedCarrot1,blocks,Block,KgNone,Carrot (NL)(Seed),,,,,
wotwNLPlantedCarrot2,blocks,Block,KgNone,Carrot (NL)(Growing),,,,,
wotwNLPlantedCarrot3HarvestPlayer,blocks,Block,KgNone,Carrot (NL)(Harvest),,,,,
wotwNLPlantedCarrot3HarvestPlayerDesc,blocks,Block,KgNone,Carrot (NL)(Harvest),,,,,
wotwNLPlantedCarrotFert1,blocks,Block,KgNone,Carrot (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedCarrotFert2,blocks,Block,KgNone,Carrot (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedCarrotFert3HarvestPlayer,blocks,Block,KgNone,Carrot (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedCarrotFert3HarvestPlayerDesc,blocks,Block,KgNone,Carrot (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedWheat1,blocks,Block,KgNone,Wheat (NL)(Seed),,,,,
wotwNLPlantedWheat2,blocks,Block,KgNone,Wheat (NL)(Growing),,,,,
wotwNLPlantedWheat3HarvestPlayer,blocks,Block,KgNone,Wheat (NL)(Harvest),,,,,
wotwNLPlantedWheat3HarvestPlayerDesc,blocks,Block,KgNone,Wheat (NL)(Harvest),,,,,
wotwNLPlantedWheatFert1,blocks,Block,KgNone,Wheat (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedWheatFert2,blocks,Block,KgNone,Wheat (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedWheatFert3HarvestPlayer,blocks,Block,KgNone,Wheat (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedWheatFert3HarvestPlayerDesc,blocks,Block,KgNone,Wheat (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedTomato1,blocks,Block,KgNone,Tomato (NL)(Seed),,,,,
wotwNLPlantedTomato2,blocks,Block,KgNone,Tomato (NL)(Growing),,,,,
wotwNLPlantedTomato3HarvestPlayer,blocks,Block,KgNone,Tomato (NL)(Harvest),,,,,
wotwNLPlantedTomato3HarvestPlayerDesc,blocks,Block,KgNone,Tomato (NL)(Harvest),,,,,
wotwNLPlantedTomatoFert1,blocks,Block,KgNone,Tomato (NL)(Fertilized)(Seed),,,,,
wotwNLPlantedTomatoFert2,blocks,Block,KgNone,Tomato (NL)(Fertilized)(Growing),,,,,
wotwNLPlantedTomatoFert3HarvestPlayer,blocks,Block,KgNone,Tomato (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedTomatoFert3HarvestPlayerDesc,blocks,Block,KgNone,Tomato (NL)(Fertilized)(Harvest),,,,,
wotwNLPlantedCucumber1,blocks,Block,KgNone,Cucumber (NL)(Seed),,,,,
wotwNLPlantedCucumber2,blocks,Block,KgNone,Cucumber (NL)(Growing),,,,,
